,node,z,head,theta,psi,K,C,flux,sink,kappa,v/KsTop,temp,time
25,26,-25,-40.103,0.1883,3.691451144,0.1992,0.002461,-0.07555,0,-1,-0.000712,20,0
130,26,-25,-40.398,0.1876,3.698780279,0.195,0.002436,-0.07575,0,-1,-0.000714,20,0.1
235,26,-25,-40.696,0.187,3.706129808,0.1908,0.002411,-0.07595,0,-1,-0.000716,20,0.2
340,26,-25,-40.992,0.1863,3.713376926,0.1866,0.002386,-0.07587,0,-1,-0.000715,20,0.3
445,26,-25,-41.285,0.1857,3.720499238,0.1825,0.002361,-0.07561,0,-1,-0.000713,20,0.4
550,26,-25,-41.574,0.185,3.727474972,0.1784,0.002337,-0.07511,0,-1,-0.000708,20,0.5
655,26,-25,-41.86,0.1844,3.734330717,0.1743,0.002313,-0.0744,0,-1,-0.000701,20,0.6
760,26,-25,-42.143,0.1838,3.741068597,0.1703,0.002289,-0.07353,0,-1,-0.000693,20,0.7
865,26,-25,-42.425,0.1832,3.747737811,0.1664,0.002265,-0.07251,0,-1,-0.000683,20,0.8
970,26,-25,-42.705,0.1825,3.754316009,0.1624,0.002241,-0.07133,0,-1,-0.000672,20,0.9
1075,26,-25,-42.984,0.1819,3.760827953,0.1585,0.002218,-0.07003,0,-1,-0.00066,20,1
1180,26,-25,-43.262,0.1813,3.767274652,0.1545,0.002194,-0.06862,0,-1,-0.000647,20,1.1
1285,26,-25,-43.539,0.1807,3.773657088,0.1506,0.002171,-0.0671,0,-1,-0.000632,20,1.2
1390,26,-25,-43.815,0.1801,3.779976225,0.1467,0.002148,-0.06551,0,-1,-0.000617,20,1.3
1495,26,-25,-44.09,0.1795,3.786232999,0.1428,0.002125,-0.06379,0,-1,-0.000601,20,1.4
1600,26,-25,-44.365,0.1789,3.79245087,0.139,0.002101,-0.06204,0,-1,-0.000585,20,1.5
1705,26,-25,-44.64,0.1782,3.798630318,0.1351,0.002078,-0.06018,0,-1,-0.000567,20,1.6
1810,26,-25,-44.915,0.1776,3.804771815,0.1312,0.002055,-0.05826,0,-1,-0.000549,20,1.7
1915,26,-25,-45.19,0.177,3.810875823,0.1273,0.002032,-0.05631,0,-1,-0.000531,20,1.8
2020,26,-25,-45.467,0.1764,3.816986788,0.1234,0.002008,-0.0542,0,-1,-0.000511,20,1.9
2125,26,-25,-45.743,0.1758,3.823038775,0.1195,0.001985,-0.0522,0,-1,-0.000492,20,2
2230,26,-25,-46.021,0.1752,3.829097814,0.1155,0.001962,-0.04995,0,-1,-0.000471,20,2.1
2335,26,-25,-46.298,0.1746,3.835098764,0.1116,0.001938,-0.04796,0,-1,-0.000452,20,2.2
2440,26,-25,-46.578,0.174,3.841128327,0.1077,0.001915,-0.04563,0,-1,-0.00043,20,2.3
2545,26,-25,-46.854,0.1733,3.847036384,0.1038,0.001891,-0.04366,0,-1,-0.000412,20,2.4
2650,26,-25,-47.133,0.1727,3.852973393,0.09985,0.001868,-0.04138,0,-1,-0.00039,20,2.5
2755,26,-25,-47.406,0.1721,3.858748803,0.09597,0.001845,-0.03949,0,-1,-0.000372,20,2.6
2860,26,-25,-47.688,0.1716,3.864679794,0.09372,0.001828,-0.03785,0,-1,-0.000357,20,2.7
2965,26,-25,-47.965,0.1712,3.870471578,0.09243,0.001814,-0.03632,0,-1,-0.000342,20,2.8
3070,26,-25,-48.241,0.1708,3.876209282,0.09117,0.001801,-0.03519,0,-1,-0.000332,20,2.9
3175,26,-25,-48.518,0.1704,3.881934863,0.08989,0.001788,-0.03419,0,-1,-0.000322,20,3
3280,26,-25,-48.79,0.17,3.887525374,0.08864,0.001774,-0.03308,0,-1,-0.000312,20,3.1
3385,26,-25,-49.064,0.1696,3.893125568,0.08738,0.001761,-0.03217,0,-1,-0.000303,20,3.2
3490,26,-25,-49.333,0.1691,3.898593228,0.08614,0.001748,-0.03113,0,-1,-0.000293,20,3.3
3595,26,-25,-49.605,0.1687,3.904091635,0.0849,0.001735,-0.0303,0,-1,-0.000286,20,3.4
3700,26,-25,-49.871,0.1683,3.909439671,0.08366,0.001722,-0.02935,0,-1,-0.000277,20,3.5
3805,26,-25,-50.136,0.1679,3.914739313,0.08244,0.001709,-0.02851,0,-1,-0.000269,20,3.6
3910,26,-25,-50.4,0.1675,3.919991175,0.08123,0.001697,-0.02765,0,-1,-0.000261,20,3.7
4015,26,-25,-50.661,0.1671,3.925156384,0.08002,0.001684,-0.02686,0,-1,-0.000253,20,3.8
4120,26,-25,-50.918,0.1668,3.930216496,0.07883,0.001672,-0.02606,0,-1,-0.000246,20,3.9
4225,26,-25,-51.176,0.1664,3.935270672,0.07766,0.001659,-0.0253,0,-1,-0.000238,20,4
4330,26,-25,-51.43,0.166,3.94022166,0.07648,0.001647,-0.02458,0,-1,-0.000232,20,4.1
4435,26,-25,-51.681,0.1656,3.945090209,0.07532,0.001635,-0.02387,0,-1,-0.000225,20,4.2
4540,26,-25,-51.932,0.1652,3.94993517,0.07418,0.001623,-0.02317,0,-1,-0.000218,20,4.3
4645,26,-25,-52.179,0.1649,3.954680115,0.07304,0.001611,-0.0225,0,-1,-0.000212,20,4.4
4750,26,-25,-52.425,0.1645,3.959383577,0.07191,0.001599,-0.02184,0,-1,-0.000206,20,4.5
4855,26,-25,-52.667,0.1641,3.963989073,0.07079,0.001587,-0.02122,0,-1,-0.0002,20,4.6
4960,26,-25,-52.909,0.1638,3.968573457,0.06968,0.001576,-0.0206,0,-1,-0.000194,20,4.7
5065,26,-25,-53.148,0.1634,3.973080475,0.06857,0.001564,-0.02,0,-1,-0.000189,20,4.8
5170,26,-25,-53.386,0.163,3.977548539,0.06749,0.001553,-0.01941,0,-1,-0.000183,20,4.9
5275,26,-25,-53.619,0.1627,3.981903483,0.0664,0.001542,-0.01885,0,-1,-0.000178,20,5
5380,26,-25,-53.853,0.1623,3.986258112,0.06533,0.00153,-0.01829,0,-1,-0.000172,20,5.1
5485,26,-25,-54.083,0.162,3.990519904,0.06427,0.001519,-0.01774,0,-1,-0.000167,20,5.2
5590,26,-25,-54.314,0.1616,3.994782021,0.06321,0.001508,-0.0172,0,-1,-0.000162,20,5.3
5695,26,-25,-54.54,0.1613,3.998934377,0.06216,0.001497,-0.01669,0,-1,-0.000157,20,5.4
5800,26,-25,-54.766,0.161,4.003069563,0.06113,0.001486,-0.01618,0,-1,-0.000153,20,5.5
5905,26,-25,-54.989,0.1606,4.007133165,0.0601,0.001476,-0.01568,0,-1,-0.000148,20,5.6
6010,26,-25,-55.212,0.1603,4.011180321,0.05908,0.001465,-0.01518,0,-1,-0.000143,20,5.7
6115,26,-25,-55.431,0.16,4.015139004,0.05806,0.001454,-0.01472,0,-1,-0.000139,20,5.8
6220,26,-25,-55.65,0.1596,4.019082078,0.05706,0.001444,-0.01426,0,-1,-0.000134,20,5.9
6325,26,-25,-55.866,0.1593,4.022955966,0.05606,0.001433,-0.01379,0,-1,-0.00013,20,6
6430,26,-25,-56.08,0.159,4.026779243,0.05507,0.001423,-0.01334,0,-1,-0.000126,20,6.1
6535,26,-25,-56.295,0.1587,4.030605721,0.05409,0.001413,-0.01291,0,-1,-0.000122,20,6.2
6640,26,-25,-56.505,0.1583,4.03432913,0.05311,0.001402,-0.0125,0,-1,-0.000118,20,6.3
6745,26,-25,-56.715,0.158,4.038038726,0.05214,0.001392,-0.01205,0,-1,-0.000114,20,6.4
6850,26,-25,-56.924,0.1577,4.041717045,0.05118,0.001382,-0.01164,0,-1,-0.00011,20,6.5
6955,26,-25,-57.13,0.1574,4.045329373,0.05023,0.001372,-0.01125,0,-1,-0.000106,20,6.6
7060,26,-25,-57.334,0.1571,4.048893816,0.04929,0.001362,-0.01089,0,-1,-0.000103,20,6.7
7165,26,-25,-57.539,0.1568,4.052462979,0.04835,0.001353,-0.01045,0,-1,-9.85E-05,20,6.8
7270,26,-25,-57.742,0.1565,4.055984812,0.04742,0.001343,-0.01005,0,-1,-9.47E-05,20,6.9
7375,26,-25,-57.943,0.1562,4.059459769,0.04649,0.001333,-0.009688,0,-1,-9.13E-05,20,7
7480,26,-25,-58.141,0.1559,4.062871095,0.04558,0.001324,-0.009362,0,-1,-8.82E-05,20,7.1
7585,26,-25,-58.34,0.1556,4.066287964,0.04466,0.001314,-0.008972,0,-1,-8.46E-05,20,7.2
7690,26,-25,-58.539,0.1553,4.069693199,0.04375,0.001304,-0.008554,0,-1,-8.06E-05,20,7.3
7795,26,-25,-58.735,0.155,4.073035801,0.04284,0.001295,-0.008221,0,-1,-7.75E-05,20,7.4
7900,26,-25,-58.928,0.1547,4.07631636,0.04195,0.001286,-0.007927,0,-1,-7.47E-05,20,7.5
8005,26,-25,-59.119,0.1544,4.079552362,0.04107,0.001276,-0.007645,0,-1,-7.21E-05,20,7.6
8110,26,-25,-59.318,0.1541,4.082912801,0.04017,0.001267,-0.007106,0,-1,-6.70E-05,20,7.7
8215,26,-25,-59.51,0.1538,4.086144366,0.03927,0.001258,-0.006815,0,-1,-6.42E-05,20,7.8
8320,26,-25,-59.698,0.1535,4.089298519,0.03841,0.001248,-0.006565,0,-1,-6.19E-05,20,7.9
8425,26,-25,-59.883,0.1532,4.092392658,0.03756,0.00124,-0.006346,0,-1,-5.98E-05,20,8
8530,26,-25,-60.079,0.153,4.095660363,0.03707,0.001233,-0.006127,0,-1,-5.77E-05,20,8.1
8635,26,-25,-60.271,0.1528,4.098851059,0.03679,0.001228,-0.00592,0,-1,-5.58E-05,20,8.2
8740,26,-25,-60.456,0.1526,4.101915828,0.03652,0.001223,-0.005733,0,-1,-5.40E-05,20,8.3
8845,26,-25,-60.637,0.1525,4.104905268,0.03625,0.001218,-0.005553,0,-1,-5.23E-05,20,8.4
8950,26,-25,-60.817,0.1523,4.107869355,0.03599,0.001213,-0.005434,0,-1,-5.12E-05,20,8.5
9055,26,-25,-61.004,0.1521,4.110939436,0.03572,0.001208,-0.005472,0,-1,-5.16E-05,20,8.6
9160,26,-25,-61.185,0.1519,4.113902061,0.03546,0.001204,-0.005347,0,-1,-5.04E-05,20,8.7
9265,26,-25,-61.362,0.1517,4.116790751,0.0352,0.001199,-0.005212,0,-1,-4.91E-05,20,8.8
9370,26,-25,-61.537,0.1515,4.11963862,0.03495,0.001194,-0.005064,0,-1,-4.77E-05,20,8.9
9475,26,-25,-61.714,0.1514,4.12251081,0.03469,0.00119,-0.005031,0,-1,-4.74E-05,20,9
9580,26,-25,-61.89,0.1512,4.125358616,0.03443,0.001185,-0.004961,0,-1,-4.68E-05,20,9.1
9685,26,-25,-62.064,0.151,4.128166111,0.03418,0.00118,-0.004862,0,-1,-4.58E-05,20,9.2
9790,26,-25,-62.235,0.1508,4.130917542,0.03393,0.001176,-0.004745,0,-1,-4.47E-05,20,9.3
9895,26,-25,-62.404,0.1507,4.133629376,0.03368,0.001171,-0.004648,0,-1,-4.38E-05,20,9.4
10000,26,-25,-62.575,0.1505,4.136365837,0.03344,0.001167,-0.004591,0,-1,-4.33E-05,20,9.5
10105,26,-25,-62.744,0.1503,4.139062956,0.03319,0.001162,-0.00451,0,-1,-4.25E-05,20,9.6
10210,26,-25,-62.911,0.1502,4.141721029,0.03295,0.001158,-0.004418,0,-1,-4.16E-05,20,9.7
10315,26,-25,-63.076,0.15,4.144340349,0.03271,0.001153,-0.004314,0,-1,-4.07E-05,20,9.8
10420,26,-25,-63.241,0.1498,4.146952825,0.03247,0.001149,-0.004249,0,-1,-4.00E-05,20,9.9
10525,26,-25,-63.405,0.1497,4.149542723,0.03223,0.001145,-0.004179,0,-1,-3.94E-05,20,10
10630,26,-25,-63.568,0.1495,4.152110199,0.03199,0.00114,-0.004102,0,-1,-3.87E-05,20,10.1
10735,26,-25,-63.729,0.1493,4.154639718,0.03176,0.001136,-0.004016,0,-1,-3.79E-05,20,10.2
10840,26,-25,-63.889,0.1492,4.157147203,0.03153,0.001132,-0.003935,0,-1,-3.71E-05,20,10.3
10945,26,-25,-64.049,0.149,4.159648415,0.03129,0.001128,-0.003864,0,-1,-3.64E-05,20,10.4
11050,26,-25,-64.207,0.1489,4.162112239,0.03106,0.001124,-0.003792,0,-1,-3.57E-05,20,10.5
11155,26,-25,-64.365,0.1487,4.164570007,0.03083,0.001119,-0.003716,0,-1,-3.50E-05,20,10.6
11260,26,-25,-64.521,0.1485,4.166990752,0.03061,0.001115,-0.003636,0,-1,-3.43E-05,20,10.7
11365,26,-25,-64.676,0.1484,4.16939019,0.03038,0.001111,-0.003567,0,-1,-3.36E-05,20,10.8
11470,26,-25,-64.831,0.1482,4.171783884,0.03016,0.001107,-0.0035,0,-1,-3.30E-05,20,10.9
11575,26,-25,-64.984,0.1481,4.174141086,0.02993,0.001103,-0.003432,0,-1,-3.23E-05,20,11
11680,26,-25,-65.137,0.1479,4.176492744,0.02971,0.001099,-0.00336,0,-1,-3.17E-05,20,11.1
11785,26,-25,-65.288,0.1478,4.178808252,0.02949,0.001095,-0.003288,0,-1,-3.10E-05,20,11.2
11890,26,-25,-65.439,0.1476,4.181118411,0.02927,0.001091,-0.003219,0,-1,-3.03E-05,20,11.3
11995,26,-25,-65.589,0.1475,4.183407999,0.02905,0.001087,-0.003152,0,-1,-2.97E-05,20,11.4
12100,26,-25,-65.738,0.1473,4.185677145,0.02884,0.001083,-0.003084,0,-1,-2.91E-05,20,11.5
12205,26,-25,-65.887,0.1472,4.187941153,0.02862,0.001079,-0.003015,0,-1,-2.84E-05,20,11.6
12310,26,-25,-66.034,0.147,4.190169761,0.02841,0.001075,-0.00295,0,-1,-2.78E-05,20,11.7
12415,26,-25,-66.181,0.1469,4.192393413,0.02819,0.001071,-0.002888,0,-1,-2.72E-05,20,11.8
12520,26,-25,-66.326,0.1467,4.194581977,0.02798,0.001067,-0.002825,0,-1,-2.66E-05,20,11.9
12625,26,-25,-66.471,0.1466,4.196765762,0.02777,0.001063,-0.002761,0,-1,-2.60E-05,20,12
12730,26,-25,-66.616,0.1464,4.198944789,0.02756,0.00106,-0.002696,0,-1,-2.54E-05,20,12.1
12835,26,-25,-66.759,0.1463,4.20108912,0.02735,0.001056,-0.002631,0,-1,-2.48E-05,20,12.2
12940,26,-25,-66.902,0.1461,4.203228862,0.02714,0.001052,-0.002566,0,-1,-2.42E-05,20,12.3
13045,26,-25,-67.045,0.146,4.205364036,0.02694,0.001048,-0.002503,0,-1,-2.36E-05,20,12.4
13150,26,-25,-67.186,0.1459,4.207464892,0.02673,0.001045,-0.002441,0,-1,-2.30E-05,20,12.5
13255,26,-25,-67.327,0.1457,4.209561345,0.02653,0.001041,-0.00238,0,-1,-2.24E-05,20,12.6
13360,26,-25,-67.467,0.1456,4.211638589,0.02632,0.001037,-0.002322,0,-1,-2.19E-05,20,12.7
13465,26,-25,-67.606,0.1454,4.213696737,0.02612,0.001033,-0.002263,0,-1,-2.13E-05,20,12.8
13570,26,-25,-67.745,0.1453,4.215750656,0.02592,0.00103,-0.002203,0,-1,-2.08E-05,20,12.9
13675,26,-25,-67.883,0.1452,4.217785635,0.02572,0.001026,-0.002141,0,-1,-2.02E-05,20,13
13780,26,-25,-68.02,0.145,4.21980178,0.02552,0.001022,-0.002079,0,-1,-1.96E-05,20,13.1
13885,26,-25,-68.157,0.1449,4.221813867,0.02532,0.001019,-0.002017,0,-1,-1.90E-05,20,13.2
13990,26,-25,-68.294,0.1447,4.223821915,0.02512,0.001015,-0.001958,0,-1,-1.85E-05,20,13.3
14095,26,-25,-68.429,0.1446,4.225796711,0.02492,0.001012,-0.0019,0,-1,-1.79E-05,20,13.4
14200,26,-25,-68.564,0.1445,4.227767616,0.02473,0.001008,-0.001844,0,-1,-1.74E-05,20,13.5
14305,26,-25,-68.698,0.1443,4.229720087,0.02453,0.001004,-0.00179,0,-1,-1.69E-05,20,13.6
14410,26,-25,-68.832,0.1442,4.231668753,0.02434,0.001001,-0.001737,0,-1,-1.64E-05,20,13.7
14515,26,-25,-68.965,0.1441,4.23359913,0.02414,0.0009973,-0.00168,0,-1,-1.58E-05,20,13.8
14620,26,-25,-69.098,0.1439,4.235525787,0.02395,0.0009938,-0.001622,0,-1,-1.53E-05,20,13.9
14725,26,-25,-69.23,0.1438,4.237434295,0.02376,0.0009903,-0.001563,0,-1,-1.47E-05,20,14
14830,26,-25,-69.362,0.1437,4.239339167,0.02357,0.0009868,-0.001505,0,-1,-1.42E-05,20,14.1
14935,26,-25,-69.493,0.1435,4.241226028,0.02338,0.0009834,-0.001449,0,-1,-1.37E-05,20,14.2
15040,26,-25,-69.623,0.1434,4.243094973,0.02319,0.0009799,-0.001395,0,-1,-1.31E-05,20,14.3
15145,26,-25,-69.753,0.1433,4.244960431,0.023,0.0009764,-0.001343,0,-1,-1.27E-05,20,14.4
15250,26,-25,-69.882,0.1431,4.246808105,0.02281,0.000973,-0.001294,0,-1,-1.22E-05,20,14.5
15355,26,-25,-70.011,0.143,4.248652373,0.02262,0.0009696,-0.001247,0,-1,-1.18E-05,20,14.6
15460,26,-25,-70.139,0.1429,4.250478987,0.02244,0.0009662,-0.001192,0,-1,-1.12E-05,20,14.7
15565,26,-25,-70.267,0.1428,4.252302272,0.02225,0.0009628,-0.001135,0,-1,-1.07E-05,20,14.8
15670,26,-25,-70.395,0.1426,4.254122238,0.02206,0.0009594,-0.001077,0,-1,-1.02E-05,20,14.9
15775,26,-25,-70.522,0.1425,4.255924718,0.02188,0.0009561,-0.001021,0,-1,-9.62E-06,20,15
15880,26,-25,-70.649,0.1424,4.257723955,0.02169,0.0009527,-0.0009669,0,-1,-9.11E-06,20,15.1
15985,26,-25,-70.775,0.1422,4.259505831,0.02151,0.0009494,-0.0009163,0,-1,-8.64E-06,20,15.2
16090,26,-25,-70.901,0.1421,4.261284538,0.02133,0.000946,-0.0008687,0,-1,-8.19E-06,20,15.3
16195,26,-25,-71.025,0.142,4.263031928,0.02115,0.0009427,-0.0008237,0,-1,-7.76E-06,20,15.4
16300,26,-25,-71.149,0.1419,4.26477627,0.02097,0.0009394,-0.0007813,0,-1,-7.36E-06,20,15.5
16405,26,-25,-71.273,0.1417,4.266517574,0.02079,0.0009361,-0.0007318,0,-1,-6.90E-06,20,15.6
16510,26,-25,-71.397,0.1416,4.268255852,0.02061,0.0009329,-0.0006746,0,-1,-6.36E-06,20,15.7
16615,26,-25,-71.521,0.1415,4.269991113,0.02043,0.0009296,-0.0006175,0,-1,-5.82E-06,20,15.8
16720,26,-25,-71.644,0.1414,4.27170941,0.02025,0.0009263,-0.0005622,0,-1,-5.30E-06,20,15.9
16825,26,-25,-71.767,0.1412,4.27342476,0.02007,0.000923,-0.0005112,0,-1,-4.82E-06,20,16
16930,26,-25,-71.89,0.1411,4.275137173,0.01989,0.0009198,-0.0004638,0,-1,-4.37E-06,20,16.1
17035,26,-25,-72.011,0.141,4.276818885,0.01971,0.0009166,-0.00042,0,-1,-3.96E-06,20,16.2
17140,26,-25,-72.132,0.1409,4.278497774,0.01954,0.0009134,-0.0003792,0,-1,-3.57E-06,20,16.3
17245,26,-25,-72.252,0.1408,4.280160008,0.01936,0.0009102,-0.0003406,0,-1,-3.21E-06,20,16.4
17350,26,-25,-72.372,0.1406,4.281819484,0.01919,0.000907,-0.0003013,0,-1,-2.84E-06,20,16.5
17455,26,-25,-72.493,0.1405,4.283490005,0.01901,0.0009038,-0.0002347,0,-1,-2.21E-06,20,16.6
17560,26,-25,-72.613,0.1404,4.285143969,0.01884,0.0009006,-0.0001753,0,-1,-1.65E-06,20,16.7
17665,26,-25,-72.734,0.1403,4.286808951,0.01866,0.0008974,-0.0001179,0,-1,-1.11E-06,20,16.8
17770,26,-25,-72.854,0.1401,4.288457438,0.01849,0.0008942,-6.88E-05,0,-1,-6.48E-07,20,16.9
17875,26,-25,-72.973,0.14,4.29008951,0.01831,0.0008911,-2.43E-05,0,-1,-2.29E-07,20,17
17980,26,-25,-73.092,0.1399,4.291718922,0.01814,0.0008879,1.54E-05,0,-1,1.45E-07,20,17.1
18085,26,-25,-73.209,0.1398,4.293318364,0.01797,0.0008848,5.21E-05,0,-1,4.91E-07,20,17.2
18190,26,-25,-73.326,0.1397,4.294915253,0.0178,0.0008817,8.58E-05,0,-1,8.09E-07,20,17.3
18295,26,-25,-73.442,0.1396,4.296495979,0.01763,0.0008786,0.0001176,0,-1,1.11E-06,20,17.4
18400,26,-25,-73.56,0.1394,4.2981014,0.01746,0.0008755,0.0001878,0,-1,1.77E-06,20,17.5
18505,26,-25,-73.679,0.1393,4.29971782,0.01729,0.0008724,0.0002581,0,-1,2.43E-06,20,17.6
18610,26,-25,-73.797,0.1392,4.30131808,0.01712,0.0008692,0.0003149,0,-1,2.97E-06,20,17.7
18715,26,-25,-73.915,0.1391,4.302915784,0.01695,0.0008661,0.0003614,0,-1,3.41E-06,20,17.8
18820,26,-25,-74.031,0.139,4.304483924,0.01678,0.000863,0.0004002,0,-1,3.77E-06,20,17.9
18925,26,-25,-74.147,0.1388,4.306049609,0.01661,0.00086,0.0004344,0,-1,4.09E-06,20,18
19030,26,-25,-74.261,0.1387,4.307585915,0.01644,0.0008569,0.0004653,0,-1,4.39E-06,20,18.1
19135,26,-25,-74.375,0.1386,4.309119864,0.01628,0.0008539,0.000494,0,-1,4.66E-06,20,18.2
19240,26,-25,-74.488,0.1385,4.310638039,0.01611,0.0008509,0.000521,0,-1,4.91E-06,20,18.3
19345,26,-25,-74.602,0.1384,4.312167317,0.01595,0.0008479,0.0005735,0,-1,5.41E-06,20,18.4
19450,26,-25,-74.721,0.1383,4.313761177,0.01577,0.0008447,0.0006926,0,-1,6.53E-06,20,18.5
19555,26,-25,-74.838,0.1381,4.315325777,0.0156,0.0008416,0.0007464,0,-1,7.04E-06,20,18.6
19660,26,-25,-74.954,0.138,4.316874592,0.01543,0.0008385,0.0007869,0,-1,7.42E-06,20,18.7
19765,26,-25,-75.069,0.1379,4.318407691,0.01527,0.0008355,0.0008179,0,-1,7.71E-06,20,18.8
19870,26,-25,-75.181,0.1378,4.319898539,0.0151,0.0008325,0.0008447,0,-1,7.96E-06,20,18.9
19975,26,-25,-75.294,0.1377,4.32140045,0.01494,0.0008295,0.0008691,0,-1,8.19E-06,20,19
20080,26,-25,-75.405,0.1376,4.322873586,0.01478,0.0008266,0.0008918,0,-1,8.41E-06,20,19.1
20185,26,-25,-75.515,0.1375,4.324331312,0.01462,0.0008237,0.000913,0,-1,8.61E-06,20,19.2
20290,26,-25,-75.624,0.1374,4.325773693,0.01446,0.0008208,0.0009332,0,-1,8.80E-06,20,19.3
20395,26,-25,-75.747,0.1373,4.32739884,0.01438,0.0008188,0.0009633,0,-1,9.08E-06,20,19.4
20500,26,-25,-75.864,0.1372,4.328942264,0.01433,0.0008171,0.000991,0,-1,9.34E-06,20,19.5
20605,26,-25,-75.978,0.1371,4.330443825,0.01428,0.0008155,0.001012,0,-1,9.54E-06,20,19.6
20710,26,-25,-76.09,0.137,4.33191685,0.01423,0.0008139,0.001032,0,-1,9.73E-06,20,19.7
20815,26,-25,-76.201,0.137,4.333374586,0.01418,0.0008123,0.00105,0,-1,9.90E-06,20,19.8
20920,26,-25,-76.31,0.1369,4.334803991,0.01413,0.0008108,0.001068,0,-1,1.01E-05,20,19.9
21025,26,-25,-76.418,0.1368,4.336218271,0.01408,0.0008092,0.001085,0,-1,1.02E-05,20,20
21130,26,-25,-76.525,0.1368,4.337617485,0.01403,0.0008077,0.001102,0,-1,1.04E-05,20,20.1
21235,26,-25,-76.632,0.1367,4.339014744,0.01398,0.0008062,0.001119,0,-1,1.05E-05,20,20.2
21340,26,-25,-76.741,0.1366,4.340436116,0.01393,0.0008046,0.001105,0,-1,1.04E-05,20,20.3
21445,26,-25,-76.854,0.1365,4.341907518,0.01388,0.000803,0.001059,0,-1,9.98E-06,20,20.4
21550,26,-25,-76.964,0.1365,4.34333778,0.01383,0.0008015,0.001057,0,-1,9.96E-06,20,20.5
21655,26,-25,-77.073,0.1364,4.344753025,0.01379,0.0007999,0.001065,0,-1,1.00E-05,20,20.6
21760,26,-25,-77.181,0.1363,4.346153313,0.01374,0.0007984,0.001077,0,-1,1.01E-05,20,20.7
21865,26,-25,-77.287,0.1362,4.347525766,0.01369,0.0007969,0.00109,0,-1,1.03E-05,20,20.8
21970,26,-25,-77.393,0.1362,4.348896337,0.01364,0.0007954,0.001103,0,-1,1.04E-05,20,20.9
22075,26,-25,-77.497,0.1361,4.350239226,0.01359,0.0007939,0.001117,0,-1,1.05E-05,20,21
22180,26,-25,-77.601,0.136,4.351580314,0.01355,0.0007924,0.001131,0,-1,1.07E-05,20,21.1
22285,26,-25,-77.704,0.136,4.352906736,0.0135,0.0007909,0.001144,0,-1,1.08E-05,20,21.2
22390,26,-25,-77.81,0.1359,4.354269958,0.01345,0.0007895,0.001119,0,-1,1.05E-05,20,21.3
22495,26,-25,-77.916,0.1358,4.355631323,0.01341,0.0007879,0.001109,0,-1,1.05E-05,20,21.4
22600,26,-25,-78.021,0.1358,4.356978021,0.01336,0.0007864,0.001106,0,-1,1.04E-05,20,21.5
22705,26,-25,-78.126,0.1357,4.358322908,0.01331,0.0007849,0.00111,0,-1,1.05E-05,20,21.6
22810,26,-25,-78.229,0.1356,4.359640423,0.01327,0.0007835,0.001117,0,-1,1.05E-05,20,21.7
22915,26,-25,-78.332,0.1355,4.360956204,0.01322,0.000782,0.001125,0,-1,1.06E-05,20,21.8
23020,26,-25,-78.433,0.1355,4.362244757,0.01317,0.0007806,0.001135,0,-1,1.07E-05,20,21.9
23125,26,-25,-78.534,0.1354,4.363531652,0.01313,0.0007791,0.001146,0,-1,1.08E-05,20,22
23230,26,-25,-78.634,0.1353,4.364804176,0.01308,0.0007777,0.001157,0,-1,1.09E-05,20,22.1
23335,26,-25,-78.735,0.1353,4.366087783,0.01304,0.0007763,0.001158,0,-1,1.09E-05,20,22.2
23440,26,-25,-78.836,0.1352,4.367369745,0.01299,0.0007749,0.001151,0,-1,1.09E-05,20,22.3
23545,26,-25,-78.938,0.1351,4.368662734,0.01295,0.0007734,0.001148,0,-1,1.08E-05,20,22.4
23650,26,-25,-79.039,0.1351,4.369941402,0.0129,0.000772,0.001147,0,-1,1.08E-05,20,22.5
23755,26,-25,-79.139,0.135,4.3712058,0.01286,0.0007705,0.00115,0,-1,1.08E-05,20,22.6
23860,26,-25,-79.239,0.1349,4.372468602,0.01281,0.0007691,0.001156,0,-1,1.09E-05,20,22.7
23965,26,-25,-79.338,0.1349,4.373717207,0.01277,0.0007677,0.001163,0,-1,1.10E-05,20,22.8
24070,26,-25,-79.436,0.1348,4.374951666,0.01272,0.0007663,0.00117,0,-1,1.10E-05,20,22.9
24175,26,-25,-79.534,0.1348,4.376184603,0.01268,0.0007649,0.001179,0,-1,1.11E-05,20,23
24280,26,-25,-79.631,0.1347,4.377403464,0.01264,0.0007636,0.001187,0,-1,1.12E-05,20,23.1
24385,26,-25,-79.728,0.1346,4.378620842,0.01259,0.0007622,0.001186,0,-1,1.12E-05,20,23.2
24490,26,-25,-79.826,0.1346,4.379849266,0.01255,0.0007608,0.001184,0,-1,1.12E-05,20,23.3
24595,26,-25,-79.923,0.1345,4.381063671,0.0125,0.0007594,0.001182,0,-1,1.11E-05,20,23.4
24700,26,-25,-80.02,0.1344,4.382276603,0.01246,0.000758,0.001183,0,-1,1.11E-05,20,23.5
24805,26,-25,-80.117,0.1344,4.383488066,0.01242,0.0007566,0.001185,0,-1,1.12E-05,20,23.6
24910,26,-25,-80.213,0.1343,4.384685596,0.01237,0.0007553,0.001188,0,-1,1.12E-05,20,23.7
25015,26,-25,-80.309,0.1342,4.385881694,0.01233,0.0007539,0.001193,0,-1,1.12E-05,20,23.8
25120,26,-25,-80.404,0.1342,4.387063926,0.01229,0.0007526,0.001199,0,-1,1.13E-05,20,23.9
